ID,triple1,question,answer,inferred triple,label
1719,Carnegie Medal is different from Carnegie Medal.,"Given the previous statement, is Andrew Carnegie Medals for Excellence an Carnegie Medal?",No,Andrew Carnegie Medals for Excellence is not different from Carnegie Medal.,False
1720,Carnegie Museum of Art is different from Carnegie Museum of Art.,"Given the previous statement, is California) an Carnegie Museum of Art?",No,California) is not different from Carnegie Museum of Art.,False
1721,Carnegie Museum of Art is different from Carnegie Museum of Art.,"Given the previous statement, is Carnegie Art Museum (Oxnard an Carnegie Museum of Art?",No,Carnegie Art Museum (Oxnard is not different from Carnegie Museum of Art.,False
1722,Carney complex is different from Carney complex.,"Given the previous statement, is Carney's triad an Carney complex?",No,Carney's triad is not different from Carney complex.,False
1723,Carnival in Rio is different from Carnival in Rio.,"Given the previous statement, is Rio Carnival an Carnival in Rio?",No,Rio Carnival is not different from Carnival in Rio.,False
1724,Carnival of Blood is different from Carnival of Blood.,"Given the previous statement, is Malatesta's Carnival of Blood an Carnival of Blood?",No,Malatesta's Carnival of Blood is not different from Carnival of Blood.,False
1725,Carnmore is different from Carnmore.,"Given the previous statement, is Cranmore an Carnmore?",No,Cranmore is not different from Carnmore.,False
1726,Carno is different from Carno.,"Given the previous statement, is Carno wind farm an Carno?",No,Carno wind farm is not different from Carno.,False
1727,Carnosauria is different from Carnosauria.,"Given the previous statement, is Carnotaurus an Carnosauria?",No,Carnotaurus is not different from Carnosauria.,False
1728,Carnosine is different from Carnosine.,"Given the previous statement, is Carnitine an Carnosine?",No,Carnitine is not different from Carnosine.,False
1729,Carnotaurus is different from Carnotaurus.,"Given the previous statement, is Carnosaurus an Carnotaurus?",No,Carnosaurus is not different from Carnotaurus.,False
1730,Carol Bartha is different from Carol Bartha.,"Given the previous statement, is Iosif Bartha an Carol Bartha?",No,Iosif Bartha is not different from Carol Bartha.,False
1731,Carol J. Adams is different from Carol J. Adams.,"Given the previous statement, is Failure to refer an Carol J. Adams?",No,Failure to refer is not different from Carol J. Adams.,False
1732,Carol Jenkins Barnett is different from Carol Jenkins Barnett.,"Given the previous statement, is Carol Burnett an Carol Jenkins Barnett?",No,Carol Burnett is not different from Carol Jenkins Barnett.,False
1733,Carol Vaness is different from Carol Vaness.,"Given the previous statement, is Vanes Martirosyan an Carol Vaness?",No,Vanes Martirosyan is not different from Carol Vaness.,False
1734,Carol Vaness is different from Carol Vaness.,"Given the previous statement, is Vanness Wu an Carol Vaness?",No,Vanness Wu is not different from Carol Vaness.,False
1735,Carol Vaness is different from Carol Vaness.,"Given the previous statement, is Van Ness an Carol Vaness?",No,Van Ness is not different from Carol Vaness.,False
1736,Carol Vaness is different from Carol Vaness.,"Given the previous statement, is Van Nes an Carol Vaness?",No,Van Nes is not different from Carol Vaness.,False
1737,Carol Vaness is different from Carol Vaness.,"Given the previous statement, is Vannes an Carol Vaness?",No,Vannes is not different from Carol Vaness.,False
1738,Carol Wilson is different from Carol Wilson.,"Given the previous statement, is Carl Wilson an Carol Wilson?",No,Carl Wilson is not different from Carol Wilson.,False
1739,Caroline Boudreaux is different from Caroline Boudreaux.,"Given the previous statement, is Carolyn Bourdeaux an Caroline Boudreaux?",No,Carolyn Bourdeaux is not different from Caroline Boudreaux.,False
1740,Caroline Flint is different from Caroline Flint.,"Given the previous statement, is Carol Flint an Caroline Flint?",No,Carol Flint is not different from Caroline Flint.,False
1741,Caroline Graham is different from Caroline Graham.,"Given the previous statement, is Carolyn Graham an Caroline Graham?",No,Carolyn Graham is not different from Caroline Graham.,False
1742,Caroline Johnson is different from Caroline Johnson.,"Given the previous statement, is Carrie Johnson an Caroline Johnson?",No,Carrie Johnson is not different from Caroline Johnson.,False
1743,Caroline Thompson is different from Caroline Thompson.,"Given the previous statement, is Caroline Thomson an Caroline Thompson?",No,Caroline Thomson is not different from Caroline Thompson.,False
1744,Carolyn Bourdeaux is different from Carolyn Bourdeaux.,"Given the previous statement, is Caroline Boudreaux an Carolyn Bourdeaux?",No,Caroline Boudreaux is not different from Carolyn Bourdeaux.,False
1745,Carolyn Browne is different from Carolyn Browne.,"Given the previous statement, is Carolyn Brown an Carolyn Browne?",No,Carolyn Brown is not different from Carolyn Browne.,False
1746,Carolyn Gold Heilbrun is different from Carolyn Gold Heilbrun.,"Given the previous statement, is Amanda Cross an Carolyn Gold Heilbrun?",No,Amanda Cross is not different from Carolyn Gold Heilbrun.,False
1747,Carolyn Graham is different from Carolyn Graham.,"Given the previous statement, is Caroline Graham an Carolyn Graham?",No,Caroline Graham is not different from Carolyn Graham.,False
1748,Carolyn Hayes is different from Carolyn Hayes.,"Given the previous statement, is Caroline Hayes an Carolyn Hayes?",No,Caroline Hayes is not different from Carolyn Hayes.,False
1749,Carolyn Pfeiffer is different from Carolyn Pfeiffer.,"Given the previous statement, is Alive an Carolyn Pfeiffer?",No,Alive is not different from Carolyn Pfeiffer.,False
1750,Carpasio is different from Carpasio.,"Given the previous statement, is Carpaccio an Carpasio?",No,Carpaccio is not different from Carpasio.,False
1751,Carpathian Biosphere Reserve is different from Carpathian Biosphere Reserve.,"Given the previous statement, is East Carpathian Biosphere Reserve an Carpathian Biosphere Reserve?",No,East Carpathian Biosphere Reserve is not different from Carpathian Biosphere Reserve.,False
1752,Carpholite is different from Carpholite.,"Given the previous statement, is Carpolite an Carpholite?",No,Carpolite is not different from Carpholite.,False
1753,Carpool is different from Carpool.,"Given the previous statement, is Vanpool an Carpool?",No,Vanpool is not different from Carpool.,False
1754,Carr Fire is different from Carr Fire.,"Given the previous statement, is Car fire an Carr Fire?",No,Car fire is not different from Carr Fire.,False
1755,Carrack is different from Carrack.,"Given the previous statement, is Karak an Carrack?",No,Karak is not different from Carrack.,False
1756,"Carrandotta, Queensland is different from Carrandotta, Queensland.","Given the previous statement, is Carandotta Station an Carrandotta, Queensland?",No,"Carandotta Station is not different from Carrandotta, Queensland.",False
1757,"Carrara, Queensland is different from Carrara, Queensland.","Given the previous statement, is Queensland an Carrara, Queensland?",No,"Queensland is not different from Carrara, Queensland.",False
1758,"Carrara, Queensland is different from Carrara, Queensland.","Given the previous statement, is Karara an Carrara, Queensland?",No,"Karara is not different from Carrara, Queensland.",False
1759,Carrascalejo is different from Carrascalejo.,"Given the previous statement, is El Carrascalejo an Carrascalejo?",No,El Carrascalejo is not different from Carrascalejo.,False
1760,Carriacou is different from Carriacou.,"Given the previous statement, is Curaçao an Carriacou?",No,Curaçao is not different from Carriacou.,False
1761,"Carrick, Cumnock and Doon Valley is different from Carrick, Cumnock and Doon Valley.","Given the previous statement, is Cumnock an Carrick, Cumnock and Doon Valley?",No,"Cumnock is not different from Carrick, Cumnock and Doon Valley.",False
1762,"Carrick, Cumnock and Doon Valley is different from Carrick, Cumnock and Doon Valley.","Given the previous statement, is Carrick an Carrick, Cumnock and Doon Valley?",No,"Carrick is not different from Carrick, Cumnock and Doon Valley.",False
1763,"Carrick, Cumnock and Doon Valley is different from Carrick, Cumnock and Doon Valley.","Given the previous statement, is Doon Valley an Carrick, Cumnock and Doon Valley?",No,"Doon Valley is not different from Carrick, Cumnock and Doon Valley.",False
1764,Carrick is different from Carrick.,"Given the previous statement, is Carrickfergus an Carrick?",No,Carrickfergus is not different from Carrick.,False
1765,Carrickmore railway station is different from Carrickmore railway station.,"Given the previous statement, is Carrickmore railway station an Carrickmore railway station?",No,Carrickmore railway station is not different from Carrickmore railway station.,False
1766,Carrickmore railway station is different from Carrickmore railway station.,"Given the previous statement, is Carrickmore railway station an Carrickmore railway station?",No,Carrickmore railway station is not different from Carrickmore railway station.,False
1767,Carrie Dew is different from Carrie Dew.,"Given the previous statement, is Carrie Staley an Carrie Dew?",No,Carrie Staley is not different from Carrie Dew.,False
1768,Carrie Jenkins Harris is different from Carrie Jenkins Harris.,"Given the previous statement, is Carrie Jenkins Harris an Carrie Jenkins Harris?",No,Carrie Jenkins Harris is not different from Carrie Jenkins Harris.,False
1769,Carrie Jenkins Harris is different from Carrie Jenkins Harris.,"Given the previous statement, is Carrie Jenkins Harris (American writer an Carrie Jenkins Harris?",No,Carrie Jenkins Harris (American writer is not different from Carrie Jenkins Harris.,False
1770,Carrie Jenkins Harris is different from Carrie Jenkins Harris.,"Given the previous statement, is Editor) an Carrie Jenkins Harris?",No,Editor) is not different from Carrie Jenkins Harris.,False
1771,Carrington Park is different from Carrington Park.,"Given the previous statement, is Carlington Park an Carrington Park?",No,Carlington Park is not different from Carrington Park.,False
1772,"Carroll, New Hampshire is different from Carroll, New Hampshire.","Given the previous statement, is Carroll County an Carroll, New Hampshire?",No,"Carroll County is not different from Carroll, New Hampshire.",False
1773,"Carroll, New Hampshire is different from Carroll, New Hampshire.","Given the previous statement, is New Hampshire an Carroll, New Hampshire?",No,"New Hampshire is not different from Carroll, New Hampshire.",False
1774,"Carroll, Ohio is different from Carroll, Ohio.","Given the previous statement, is Carroll County an Carroll, Ohio?",No,"Carroll County is not different from Carroll, Ohio.",False
1775,"Carroll, Ohio is different from Carroll, Ohio.","Given the previous statement, is Ohio an Carroll, Ohio?",No,"Ohio is not different from Carroll, Ohio.",False
1776,Carroll House Hotel is different from Carroll House Hotel.,"Given the previous statement, is New Carroll House Hotel an Carroll House Hotel?",No,New Carroll House Hotel is not different from Carroll House Hotel.,False
1777,Carroll University is different from Carroll University.,"Given the previous statement, is Carroll College an Carroll University?",No,Carroll College is not different from Carroll University.,False
1778,Carrollton High School is different from Carrollton High School.,"Given the previous statement, is Central Carroll High School an Carrollton High School?",No,Central Carroll High School is not different from Carrollton High School.,False
1779,"Carrollton Township, Michigan is different from Carrollton Township, Michigan.","Given the previous statement, is Carlton Township an Carrollton Township, Michigan?",No,"Carlton Township is not different from Carrollton Township, Michigan.",False
