ID,triple1,question,answer,inferred triple,label
1904,W is different from W.,"Given the previous statements, is Y different from W?",No,Y is not different from W.,False
1905,W is different from W.,"Given the previous statements, is A different from W?",No,A is not different from W.,False
1906,W is different from W.,"Given the previous statements, is H different from W?",No,H is not different from W.,False
1907,W is different from W.,"Given the previous statements, is Z different from W?",No,Z is not different from W.,False
1908,W is different from W.,"Given the previous statements, is H different from W?",No,H is not different from W.,False
1909,W is different from W.,"Given the previous statements, is T different from W?",No,T is not different from W.,False
1910,W is different from W.,"Given the previous statements, is S different from W?",No,S is not different from W.,False
1911,W is different from W.,"Given the previous statements, is N different from W?",No,N is not different from W.,False
1912,W is different from W.,"Given the previous statements, is Q different from W?",No,Q is not different from W.,False
1913,W is different from W.,"Given the previous statements, is T different from W?",No,T is not different from W.,False
1914,W is different from W.,"Given the previous statements, is I different from W?",No,I is not different from W.,False
1915,W is different from W.,"Given the previous statements, is U different from W?",No,U is not different from W.,False
1916,W is different from W.,"Given the previous statements, is V different from W?",No,V is not different from W.,False
1917,W is different from W.,"Given the previous statements, is A different from W?",No,A is not different from W.,False
1918,W is different from W.,"Given the previous statements, is E different from W?",No,E is not different from W.,False
