ID,triple1,triple2,triple3,question,answer,inferred triple,label,LLM output
1253,Cameron Boyce deathYear 2019.,Cacho Castaña deathYear 43000.0.,deathYear is a functional property.,"Given the previous statements, is Cameron Boyce the same as Cacho Castaña?",No,Cameron Boyce is not the same as Cacho Castaña.,False,"No, Cameron Boyce is not the same as Cacho Castaa."
827,Vasiliy Khmelevskiy weight 124000.0.,Cabous Eloff weight 124000.0.,weight is a functional property.,"Given the previous statements, is Vasiliy Khmelevskiy the same as Cabous Eloff?",Yes,Vasiliy Khmelevskiy is the same as Cabous Eloff.,True,"No, Vasiliy Khmelevskiy is not the same as Cabous Eloff"
130,Antiochus of Sulcis birthYear 0001.,Quartus birthYear 0001.,birthYear is a functional property.,"Given the previous statements, is Antiochus of Sulcis the same as Quartus?",Yes,Antiochus of Sulcis is the same as Quartus.,True,"Yes, Antiochus of Sulcis and Quartus are the same."
1531,Robin Ciric height 0.0.,Carly McNaul height 24.076.,height is a functional property.,"Given the previous statements, is Robin Ciric the same as Carly McNaul?",No,Robin Ciric is not the same as Carly McNaul.,False,"No, Robin Ciric is not the same as Carly McNaul."
140,Matthias the Apostle birthYear 0001.,Quartus birthYear 0001.,birthYear is a functional property.,"Given the previous statements, is Matthias the Apostle the same as Quartus?",Yes,Matthias the Apostle is the same as Quartus.,True,"Yes, Matthias the Apostle is the same as Quartus."
1563,Bashkargol Lake length 2000.0.,Cabahan length 23.5.,length is a functional property.,"Given the previous statements, is Bashkargol Lake the same as Cabahan?",No,Bashkargol Lake is not the same as Cabahan.,False,"No, Bashkargol Lake is not the same as Cabahan."
1120,BMW X3  First generation E83  1  2.0i  1 acceleration 11.5.,Renault Laguna  First generation X56  1  .6 16v  1 acceleration 1989-07-19.,acceleration is a functional property.,"Given the previous statements, is BMW X3  First generation E83  1  2.0i  1 the same as Renault Laguna  First generation X56  1  .6 16v  1?",No,BMW X3  First generation E83  1  2.0i  1 is not the same as Renault Laguna  First generation X56  1  .6 16v  1.,False,no
1864,Carsten Embach weight 93000.0.,Cachorro Mendoza weight 321.0.,weight is a functional property.,"Given the previous statements, is Carsten Embach the same as Cachorro Mendoza?",No,Carsten Embach is not the same as Cachorro Mendoza.,False,"No, Carsten Embach is not the same as Cachorro Mendoza."
1100,DE  1  2.0 L DW10 HDi diesel I4  3 acceleration 9.8.,Renault Koleos  First generation HY  1  2.0 L dCi  2 acceleration 9.28E7.,acceleration is a functional property.,"Given the previous statements, is DE  1  2.0 L DW10 HDi diesel I4  3 the same as Renault Koleos  First generation HY  1  2.0 L dCi  2?",No,DE  1  2.0 L DW10 HDi diesel I4  3 is not the same as Renault Koleos  First generation HY  1  2.0 L dCi  2.,False,no
1312,Qiu Fazu deathYear 2008.,Cachupoy deathYear 320.0.,deathYear is a functional property.,"Given the previous statements, is Qiu Fazu the same as Cachupoy?",No,Qiu Fazu is not the same as Cachupoy.,False,"No, Qiu Fazu is not the same as Cachupoy."
1249,Caroline Jones deathYear 2022.,Cabo Anselmo deathYear 6437.38.,deathYear is a functional property.,"Given the previous statements, is Caroline Jones the same as Cabo Anselmo?",No,Caroline Jones is not the same as Cabo Anselmo.,False,"No, Cabo Anselmo is not the same as Caroline Jones."
281,Carlos Balá deathYear 2022.,Cacho Fontana deathYear 2022.,deathYear is a functional property.,"Given the previous statements, is Carlos Balá the same as Cacho Fontana?",Yes,Carlos Balá is the same as Cacho Fontana.,True,"Yes, Carlos Balá and Cacho Fontana are the same."
363,Sniadecki diameter 43000.0.,Cai Lun diameter 43000.0.,diameter is a functional property.,"Given the previous statements, is Sniadecki the same as Cai Lun?",Yes,Sniadecki is the same as Cai Lun.,True,"No, Sniadecki is not the same as Cai Lun."
1483,Caroline Abbé height 0.0.,Carl Limberger height 1907-12-25.,height is a functional property.,"Given the previous statements, is Caroline Abbé the same as Carl Limberger?",No,Caroline Abbé is not the same as Carl Limberger.,False,"No, Carl Limberger is not the same as Caroline Abbé."
1450,Rodlek P.K. Saenchaimuaythaigym height 0.0.,Capitan Petchyindee Academy height 0.008195.,height is a functional property.,"Given the previous statements, is Rodlek P.K. Saenchaimuaythaigym the same as Capitan Petchyindee Academy?",No,Rodlek P.K. Saenchaimuaythaigym is not the same as Capitan Petchyindee Academy.,False,"No, Rodlek P.K. Saenchaimuaythai"
1775,Sandown-class minehunter topSpeed 24.076.,Cadmus-class sloop topSpeed 0.004893.,topSpeed is a functional property.,"Given the previous statements, is Sandown-class minehunter the same as Cadmus-class sloop?",No,Sandown-class minehunter is not the same as Cadmus-class sloop.,False,"No, Sandown-class minehunter is not the same as Cadmus-class "
602,HI-LEX netIncome 1.13E8.,Cabot Corporation netIncome 1.13E8.,netIncome is a functional property.,"Given the previous statements, is HI-LEX the same as Cabot Corporation?",Yes,HI-LEX is the same as Cabot Corporation.,True,"Yes, HI-LEX and Cabot Corporation are both functional properties."
1701,Cannington Lake populationTotal 0.,Cala Iris Islet populationTotal 0.0.,populationTotal is a functional property.,"Given the previous statements, is Cannington Lake the same as Cala Iris Islet?",No,Cannington Lake is not the same as Cala Iris Islet.,False,"No, Cannington Lake is not the same as Cala Iris Islet."
1772,USS Express No. 4 topSpeed 31.484.,Cachalot-class submarine topSpeed 0092-04-26.,topSpeed is a functional property.,"Given the previous statements, is USS Express No. 4 the same as Cachalot-class submarine?",No,USS Express No. 4 is not the same as Cachalot-class submarine.,False,"No, USS Express No. 4 is not the same as Cachalot-class submarine"
778,Brazilian research ship Almirante Maximiano topSpeed 24.076.,Cadmus-class sloop topSpeed 24.076.,topSpeed is a functional property.,"Given the previous statements, is Brazilian research ship Almirante Maximiano the same as Cadmus-class sloop?",Yes,Brazilian research ship Almirante Maximiano is the same as Cadmus-class sloop.,True,"Yes, Brazilian research ship Almirante Maximiano and Cadmus-class sl"
1619,"Canuck, Saskatchewan populationTotal 0.",Cachée Island populationTotal 1969.,populationTotal is a functional property.,"Given the previous statements, is Canuck, Saskatchewan the same as Cachée Island?",No,"Canuck, Saskatchewan is not the same as Cachée Island.",False,"No, Canuck, Saskatchewan is not the same as Cachée Island."
1624,Capel Island populationTotal 0.,Cachée Island populationTotal 2e+07.,populationTotal is a functional property.,"Given the previous statements, is Capel Island the same as Cachée Island?",No,Capel Island is not the same as Cachée Island.,False,"No, Capel Island is not the same as Cachée Island."
246,Carol Raye deathYear 2022.,Cabo Anselmo deathYear 2022.,deathYear is a functional property.,"Given the previous statements, is Carol Raye the same as Cabo Anselmo?",Yes,Carol Raye is the same as Cabo Anselmo.,True,"No, Carol Raye is not the same as Cabo Anselmo."
1472,Rodtang Jitmuangnon height 0.0.,Cardel Benbow height 2003-09-10.,height is a functional property.,"Given the previous statements, is Rodtang Jitmuangnon the same as Cardel Benbow?",No,Rodtang Jitmuangnon is not the same as Cardel Benbow.,False,"No, Rodtang Jitmuangnon is not the same as Cardel"
1,Rudolf Gussnig birthDate 1969-06-19.,CaMia Hopson birthDate 1969-06-19.,birthDate is a functional property.,"Given the previous statements, is Rudolf Gussnig the same as CaMia Hopson?",Yes,Rudolf Gussnig is the same as CaMia Hopson.,True,"No, Rudolf Gussnig is not the same as CaMia"
992,Juba Solar Power Station installedCapacity 2e+07.,Calasparra Photovoltaic Power Plant installedCapacity 2e+07.,installedCapacity is a functional property.,"Given the previous statements, is Juba Solar Power Station the same as Calasparra Photovoltaic Power Plant?",Yes,Juba Solar Power Station is the same as Calasparra Photovoltaic Power Plant.,True,"No, Juba Solar Power Station is not the same as Calasparra Photovolt"
1400,Trouvelot diameter 9000.0.,Cajal diameter 1969.,diameter is a functional property.,"Given the previous statements, is Trouvelot the same as Cajal?",No,Trouvelot is not the same as Cajal.,False,"No, Trouvelot is not the same as Cajal."
352,Manzinus diameter 98000.0.,Cabeus diameter 98000.0.,diameter is a functional property.,"Given the previous statements, is Manzinus the same as Cabeus?",Yes,Manzinus is the same as Cabeus.,True,"No, Manzinus is not the same as Cabeus."
1165,Ernie Barbarash birthYear 0001.,Merritt k birthYear 1500.0.,birthYear is a functional property.,"Given the previous statements, is Ernie Barbarash the same as Merritt k?",No,Ernie Barbarash is not the same as Merritt k.,False,"No, Ernie Barbarash is not the same as Merritt k."
973,Vauxhall Bridge width 24.384.,Cable Bridge width 24.384.,width is a functional property.,"Given the previous statements, is Vauxhall Bridge the same as Cable Bridge?",Yes,Vauxhall Bridge is the same as Cable Bridge.,True,"Yes, Vauxhall Bridge and Cable Bridge are the same."
1822,Billy Walker weight 124000.0.,Cabous Eloff weight 2.77622.,weight is a functional property.,"Given the previous statements, is Billy Walker the same as Cabous Eloff?",No,Billy Walker is not the same as Cabous Eloff.,False,"No, Billy Walker is not the same as Cabous Eloff."
1060,Patrick Corbin birthDate 1989-07-19.,Cabbrini Foncette birthDate 2003-09-10.,birthDate is a functional property.,"Given the previous statements, is Patrick Corbin the same as Cabbrini Foncette?",No,Patrick Corbin is not the same as Cabbrini Foncette.,False,"No, Patrick Corbin is not the same as Cabbrini Foncette."
1105,45  Rover 45  1  2002–05  1 acceleration 9.8.,Renault Koleos  First generation HY  1  2.0 L dCi  2 acceleration 428790.0.,acceleration is a functional property.,"Given the previous statements, is 45  Rover 45  1  2002–05  1 the same as Renault Koleos  First generation HY  1  2.0 L dCi  2?",No,45  Rover 45  1  2002–05  1 is not the same as Renault Koleos  First generation HY  1  2.0 L dCi  2.,False,no
1512,Rod Laver height 0.0.,Carlos Small height 1.325e+08.,height is a functional property.,"Given the previous statements, is Rod Laver the same as Carlos Small?",No,Rod Laver is not the same as Carlos Small.,False,"No, Rod Laver is not the same as Carlos Small."
731,Caldwell-class destroyer topSpeed 59.264.,Cabrini-class patrol boat topSpeed 59.264.,topSpeed is a functional property.,"Given the previous statements, is Caldwell-class destroyer the same as Cabrini-class patrol boat?",Yes,Caldwell-class destroyer is the same as Cabrini-class patrol boat.,True,"No, the Caldwell-class destroyer and Cabrini-class patrol boat"
1733,Brazilian aircraft carrier São Paulo topSpeed 59.264.,Cabrini-class patrol boat topSpeed 317.0.,topSpeed is a functional property.,"Given the previous statements, is Brazilian aircraft carrier São Paulo the same as Cabrini-class patrol boat?",No,Brazilian aircraft carrier São Paulo is not the same as Cabrini-class patrol boat.,False,"No, Brazilian aircraft carrier So Paulo is not the same as Cabrini"
124,Citroën XM  Citroën XM  1  2.0 inj.  1 acceleration 11.5.,Renault Laguna  First generation X56  1  .6 16v  1 acceleration 11.5.,acceleration is a functional property.,"Given the previous statements, is Citroën XM  Citroën XM  1  2.0 inj.  1 the same as Renault Laguna  First generation X56  1  .6 16v  1?",Yes,Citroën XM  Citroën XM  1  2.0 inj.  1 is the same as Renault Laguna  First generation X56  1  .6 16v  1.,True,no
1275,Calvin Simon deathYear 2022.,Cacho Fontana deathYear 2011-02-18.,deathYear is a functional property.,"Given the previous statements, is Calvin Simon the same as Cacho Fontana?",No,Calvin Simon is not the same as Cacho Fontana.,False,"No, Calvin Simon is not the same as Cacho Fontana."
1578,Khairi Dam length 1210.0.,Caballo Island length 50000.0.,length is a functional property.,"Given the previous statements, is Khairi Dam the same as Caballo Island?",No,Khairi Dam is not the same as Caballo Island.,False,"No, Khairi Dam is not the same as Caballo Island."
1976,Cochrane–Africatown USA Bridge width 24.384.,Cable Bridge width 778.24.,width is a functional property.,"Given the previous statements, is Cochrane–Africatown USA Bridge the same as Cable Bridge?",No,Cochrane–Africatown USA Bridge is not the same as Cable Bridge.,False,"Yes, Cochrane–Africatown USA Bridge and Cable Bridge are the same."
1956,Bobs Lake width 320.0.,Caballo Island width 0.004192.,width is a functional property.,"Given the previous statements, is Bobs Lake the same as Caballo Island?",No,Bobs Lake is not the same as Caballo Island.,False,"No, Bobs Lake is not the same as Caballo Island."
1133,Apollos birthYear 0001.,Quartus birthYear 409.61.,birthYear is a functional property.,"Given the previous statements, is Apollos the same as Quartus?",No,Apollos is not the same as Quartus.,False,"No, Apollos is not the same as Quartus."
505,Cassandra Kirkland height 0.0.,Carlos Small height 0.0.,height is a functional property.,"Given the previous statements, is Cassandra Kirkland the same as Carlos Small?",Yes,Cassandra Kirkland is the same as Carlos Small.,True,"No, Cassandra Kirkland is not the same as Carlos Small."
1080,Volkswagen Golf Mk6  1.4 TSI  1 acceleration 9.5.,Renault Koleos  First generation HY  1  2.0 L 16V  1 acceleration 0.00740828.,acceleration is a functional property.,"Given the previous statements, is Volkswagen Golf Mk6  1.4 TSI  1 the same as Renault Koleos  First generation HY  1  2.0 L 16V  1?",No,Volkswagen Golf Mk6  1.4 TSI  1 is not the same as Renault Koleos  First generation HY  1  2.0 L 16V  1.,False,no
918,Dorcen G60s wheelbase 2.68.,Cadillac BLS wheelbase 2.68.,wheelbase is a functional property.,"Given the previous statements, is Dorcen G60s the same as Cadillac BLS?",Yes,Dorcen G60s is the same as Cadillac BLS.,True,"No, Dorcen G60s and Cadillac BLS are not the same."
