ID,triple1,question,answer,inferred triple,label,LLM output
193,"Camboon, Queensland is different from Queensland.","Given the previous statement, is Queensland an Camboon, Queensland?",Yes,"Queensland is different from Camboon, Queensland.",True,"No, Camboon, Queensland is not different from Queensland."
603,Carl Howard is different from Carl Howard.,"Given the previous statement, is Carl Howard an Carl Howard?",Yes,Carl Howard is different from Carl Howard.,True,"Yes, Carl Howard is different from Carl Howard."
1923,Amelia Adams is different from Amelia Adams.,"Given the previous statement, is Amy Adams an Amelia Adams?",No,Amy Adams is not different from Amelia Adams.,False,"No, Amy Adams is not an Amelia Adams."
556,"Carbost, Trotternish is different from Loch Harport.","Given the previous statement, is Loch Harport an Carbost, Trotternish?",Yes,"Loch Harport is different from Carbost, Trotternish.",True,"Yes, Loch Harport is an Carbost, Trotternish."
1648,Carlos Chagas is different from Carlos Chagas.,"Given the previous statement, is Carlos Chagas an Carlos Chagas?",No,Carlos Chagas is not different from Carlos Chagas.,False,"Yes, Carlos Chagas is different from Carlos Chagas."
1969,American Scene is different from American Scene.,"Given the previous statement, is American scene painting an American Scene?",No,American scene painting is not different from American Scene.,False,"Yes, American Scene is a painting of an American Scene."
458,Cape Cod Central Railroad is different from Cape Cod Rail Trail.,"Given the previous statement, is Cape Cod Rail Trail an Cape Cod Central Railroad?",Yes,Cape Cod Rail Trail is different from Cape Cod Central Railroad.,True,"Yes, Cape Cod Central Railroad is different from Cape Cod Rail Trail."
1781,Carrom is different from Carrom.,"Given the previous statement, is Carom an Carrom?",No,Carom is not different from Carrom.,False,"No, Carrom is not an Carrom."
1356,Canella is different from Canella.,"Given the previous statement, is Canela an Canella?",No,Canela is not different from Canella.,False,"No, Canella is not an Canella."
533,Caracol is different from Karakol.,"Given the previous statement, is Karakol an Caracol?",Yes,Karakol is different from Caracol.,True,"Yes, Karakol is different from Caracol."
1830,Cascadian is different from Cascadian.,"Given the previous statement, is Amtrak Cascades an Cascadian?",No,Amtrak Cascades is not different from Cascadian.,False,"No, Amtrak Cascades is not a Cascadian."
766,Carrickmore railway station is different from Carrickmore railway station.,"Given the previous statement, is Carrickmore railway station an Carrickmore railway station?",Yes,Carrickmore railway station is different from Carrickmore railway station.,True,"Yes, Carrickmore railway station is an Carrickmore railway station."
1371,Cannabidiol is different from Cannabidiol.,"Given the previous statement, is Cannabinodiol an Cannabidiol?",No,Cannabinodiol is not different from Cannabidiol.,False,"Yes, Cannabinodiol is an Cannabidiol"
1067,Caistor is different from Caistor.,"Given the previous statement, is Castor an Caistor?",No,Castor is not different from Caistor.,False,"Yes, Castor is an Caistor."
1607,Carl Linnaeus is different from Carl Linnaeus.,"Given the previous statement, is Karl Linnas an Carl Linnaeus?",No,Karl Linnas is not different from Carl Linnaeus.,False,"Yes, Carl Linnaeus is different from Carl Linnaeus."
563,Card manipulation is different from Cartomancy.,"Given the previous statement, is Cartomancy an Card manipulation?",Yes,Cartomancy is different from Card manipulation.,True,"Yes, Cartomancy is a type of card manipulation."
1976,American University of London is different from American University of London.,"Given the previous statement, is London an American University of London?",No,London is not different from American University of London.,False,"No, London is not an American University of London."
1456,Cape Canaveral Space Force Station is different from Cape Canaveral Space Force Station.,"Given the previous statement, is Kennedy Space Center an Cape Canaveral Space Force Station?",No,Kennedy Space Center is not different from Cape Canaveral Space Force Station.,False,"No, Kennedy Space Center is not a Cape Canaveral Space Force Station."
1153,Callendar House is different from Callendar House.,"Given the previous statement, is Callender House an Callendar House?",No,Callender House is not different from Callendar House.,False,"No, Callender House is not an Callendar House."
627,"Carlisle, Kentucky is different from Carlisle County.","Given the previous statement, is Carlisle County an Carlisle, Kentucky?",Yes,"Carlisle County is different from Carlisle, Kentucky.",True,"Yes, Carlisle County is an Carlisle, Kentucky."
1490,Capital Region of Denmark is different from Capital Region of Denmark.,"Given the previous statement, is The Capital Region an Capital Region of Denmark?",No,The Capital Region is not different from Capital Region of Denmark.,False,"Yes, The Capital Region is an Capital Region of Denmark."
1986,American philosophy is different from American philosophy.,"Given the previous statement, is Indigenous American philosophy an American philosophy?",No,Indigenous American philosophy is not different from American philosophy.,False,"Yes, Indigenous American philosophy is an American philosophy."
1266,Camp Mather-Camp Logan is different from Camp Mather-Camp Logan.,"Given the previous statement, is Parks) an Camp Mather-Camp Logan?",No,Parks) is not different from Camp Mather-Camp Logan.,False,"Yes, Camp Mather-Camp Logan is different from Parks."
736,Carol Vaness is different from Van Nes.,"Given the previous statement, is Van Nes an Carol Vaness?",Yes,Van Nes is different from Carol Vaness.,True,"No, Van Nes is not Carol Vaness."
1515,Captain America is different from Captain America.,"Given the previous statement, is Steve Rogers an Captain America?",No,Steve Rogers is not different from Captain America.,False,"Yes, Steve Rogers is an Captain America."
1495,Capital University of Economics and Business is different from Capital University of Economics and Business.,"Given the previous statement, is Capital Medical University an Capital University of Economics and Business?",No,Capital Medical University is not different from Capital University of Economics and Business.,False,"No, Capital Medical University is not an Capital University of Economics and Business."
1694,Carlota Perez is different from Carlota Perez.,"Given the previous statement, is Carlota Pérez-Reverte an Carlota Perez?",No,Carlota Pérez-Reverte is not different from Carlota Perez.,False,"No, Carlota Pérez-Reverte is not Carlota Perez"
1481,Capital Medical University is different from Capital Medical University.,"Given the previous statement, is Capital University an Capital Medical University?",No,Capital University is not different from Capital Medical University.,False,"No, Capital University is not Capital Medical University."
597,Carl Cooke is different from Carl Cook.,"Given the previous statement, is Carl Cook an Carl Cooke?",Yes,Carl Cook is different from Carl Cooke.,True,"No, Carl Cooke is not Carl Cook."
593,Carl Björk is different from Born 2000).,"Given the previous statement, is Born 2000) an Carl Björk?",Yes,Born 2000) is different from Carl Björk.,True,"No, Born 2000) is not Carl Björk."
433,Cantacuzino Palace is different from Cantacuzino Castle.,"Given the previous statement, is Cantacuzino Castle an Cantacuzino Palace?",Yes,Cantacuzino Castle is different from Cantacuzino Palace.,True,"Yes, Cantacuzino Castle and Cantacuzino Palace are different"
475,Cape of Good Hope is different from Cape Point.,"Given the previous statement, is Cape Point an Cape of Good Hope?",Yes,Cape Point is different from Cape of Good Hope.,True,"Yes, Cape Point is an Cape of Good Hope."
57,Cai Chang is different from Cai Cheng.,"Given the previous statement, is Cai Cheng an Cai Chang?",Yes,Cai Cheng is different from Cai Chang.,True,"No, Cai Cheng is not Cai Chang."
995,Amiga Fast File System is different from Berkeley Fast File System.,"Given the previous statement, is Berkeley Fast File System an Amiga Fast File System?",Yes,Berkeley Fast File System is different from Amiga Fast File System.,True,"Yes, Amiga Fast File System is different from Berkeley Fast File System."
1594,Carl Björk is different from Carl Björk.,"Given the previous statement, is Carl Björk (footballer an Carl Björk?",No,Carl Björk (footballer is not different from Carl Björk.,False,"Yes, Carl Björk (footballer) is different from Carl Björ"
1061,Cairo Mississippi River Bridge is different from Cairo Mississippi River Bridge.,"Given the previous statement, is Cairo I-57 Bridge an Cairo Mississippi River Bridge?",No,Cairo I-57 Bridge is not different from Cairo Mississippi River Bridge.,False,"Yes, Cairo Mississippi River Bridge is different from Cairo I-57 Bridge."
92,"Caldecote, Northamptonshire is different from Caldecott.","Given the previous statement, is Caldecott an Caldecote, Northamptonshire?",Yes,"Caldecott is different from Caldecote, Northamptonshire.",True,"Yes, Caldecote, Northamptonshire is different from Caldecott."
1983,American militia movement is different from American militia movement.,"Given the previous statement, is United States Militia an American militia movement?",No,United States Militia is not different from American militia movement.,False,"Yes, United States Militia is an American militia movement."
191,Camber Railway is different from Camber Tramway.,"Given the previous statement, is Camber Tramway an Camber Railway?",Yes,Camber Tramway is different from Camber Railway.,True,"No, Camber Tramway is not an Camber Railway."
1679,Carlos Pérez is different from Carlos Pérez.,"Given the previous statement, is Born 1996) an Carlos Pérez?",No,Born 1996) is not different from Carlos Pérez.,False,"No, Carlos Pérez is not different from Carlos Pérez."
29,Cadillac CT5 is different from Cadillac CTS.,"Given the previous statement, is Cadillac CTS an Cadillac CT5?",Yes,Cadillac CTS is different from Cadillac CT5.,True,"No, the Cadillac CT5 is not a Cadillac CTS."
814,Cary Cooper is different from Gary Cooper.,"Given the previous statement, is Gary Cooper an Cary Cooper?",Yes,Gary Cooper is different from Cary Cooper.,True,"No, Gary Cooper is not Cary Cooper."
491,Capital University is different from Capital Medical University.,"Given the previous statement, is Capital Medical University an Capital University?",Yes,Capital Medical University is different from Capital University.,True,"No, Capital Medical University is not an Capital University."
643,Carlos Bellvís is different from Carlos Llorens.,"Given the previous statement, is Carlos Llorens an Carlos Bellvís?",Yes,Carlos Llorens is different from Carlos Bellvís.,True,"Yes, Carlos Bellvs is different from Carlos Llorens."
1486,Capital Normal University is different from Capital Normal University.,"Given the previous statement, is Business an Capital Normal University?",No,Business is not different from Capital Normal University.,False,"Yes, Business is an Capital Normal University."
