ID,triple1,triple2,triple3,question,answer,inferred triple,label
1737,H O 78.,S O 55.,O is a functional property.,"Given the previous statements, is S the same as H?",No,S is not the same as H.,False
1738,H D 4.,W D 88.,D is a functional property.,"Given the previous statements, is W the same as H?",No,W is not the same as H.,False
1739,H R 20.,N R 14.,R is a functional property.,"Given the previous statements, is N the same as H?",No,N is not the same as H.,False
1740,H A 94.,B A 37.,A is a functional property.,"Given the previous statements, is B the same as H?",No,B is not the same as H.,False
1741,H R 43.,K R 62.,R is a functional property.,"Given the previous statements, is K the same as H?",No,K is not the same as H.,False
1742,H Z 74.,C Z 73.,Z is a functional property.,"Given the previous statements, is C the same as H?",No,C is not the same as H.,False
1743,H X 58.,A X 30.,X is a functional property.,"Given the previous statements, is A the same as H?",No,A is not the same as H.,False
1744,H P 6.,A P 23.,P is a functional property.,"Given the previous statements, is A the same as H?",No,A is not the same as H.,False
1745,H Z 27.,N Z 89.,Z is a functional property.,"Given the previous statements, is N the same as H?",No,N is not the same as H.,False
1746,H C 75.,Q C 21.,C is a functional property.,"Given the previous statements, is Q the same as H?",No,Q is not the same as H.,False
1747,H E 8.,A E 3.,E is a functional property.,"Given the previous statements, is A the same as H?",No,A is not the same as H.,False
1748,H C 26.,A C 95.,C is a functional property.,"Given the previous statements, is A the same as H?",No,A is not the same as H.,False
1749,H G 44.,D G 88.,G is a functional property.,"Given the previous statements, is D the same as H?",No,D is not the same as H.,False
1750,H Y 52.,F Y 53.,Y is a functional property.,"Given the previous statements, is F the same as H?",No,F is not the same as H.,False
1751,H B 19.,Q B 82.,B is a functional property.,"Given the previous statements, is Q the same as H?",No,Q is not the same as H.,False
1752,H I 8.,T I 64.,I is a functional property.,"Given the previous statements, is T the same as H?",No,T is not the same as H.,False
1753,H F 6.,K F 19.,F is a functional property.,"Given the previous statements, is K the same as H?",No,K is not the same as H.,False
1754,H L 7.,K L 54.,L is a functional property.,"Given the previous statements, is K the same as H?",No,K is not the same as H.,False
1755,H Y 41.,U Y 89.,Y is a functional property.,"Given the previous statements, is U the same as H?",No,U is not the same as H.,False
1756,H U 36.,K U 63.,U is a functional property.,"Given the previous statements, is K the same as H?",No,K is not the same as H.,False
1757,H A 87.,C A 3.,A is a functional property.,"Given the previous statements, is C the same as H?",No,C is not the same as H.,False
1758,H Z 19.,S Z 13.,Z is a functional property.,"Given the previous statements, is S the same as H?",No,S is not the same as H.,False
1759,H T 94.,C T 29.,T is a functional property.,"Given the previous statements, is C the same as H?",No,C is not the same as H.,False
1760,H N 11.,C N 76.,N is a functional property.,"Given the previous statements, is C the same as H?",No,C is not the same as H.,False
1761,H F 97.,R F 26.,F is a functional property.,"Given the previous statements, is R the same as H?",No,R is not the same as H.,False
1762,H K 22.,F K 89.,K is a functional property.,"Given the previous statements, is F the same as H?",No,F is not the same as H.,False
1763,H K 53.,C K 12.,K is a functional property.,"Given the previous statements, is C the same as H?",No,C is not the same as H.,False
1764,H F 34.,B F 61.,F is a functional property.,"Given the previous statements, is B the same as H?",No,B is not the same as H.,False
1765,H Y 87.,K Y 97.,Y is a functional property.,"Given the previous statements, is K the same as H?",No,K is not the same as H.,False
1766,H B 84.,X B 60.,B is a functional property.,"Given the previous statements, is X the same as H?",No,X is not the same as H.,False
1767,H P 38.,C P 16.,P is a functional property.,"Given the previous statements, is C the same as H?",No,C is not the same as H.,False
1768,H O 52.,Q O 14.,O is a functional property.,"Given the previous statements, is Q the same as H?",No,Q is not the same as H.,False
1769,H X 58.,K X 7.,X is a functional property.,"Given the previous statements, is K the same as H?",No,K is not the same as H.,False
1770,H J 52.,P J 22.,J is a functional property.,"Given the previous statements, is P the same as H?",No,P is not the same as H.,False
1771,H Z 49.,P Z 55.,Z is a functional property.,"Given the previous statements, is P the same as H?",No,P is not the same as H.,False
1772,H S 100.,M S 74.,S is a functional property.,"Given the previous statements, is M the same as H?",No,M is not the same as H.,False
1773,H K 26.,W K 69.,K is a functional property.,"Given the previous statements, is W the same as H?",No,W is not the same as H.,False
1774,H K 98.,I K 66.,K is a functional property.,"Given the previous statements, is I the same as H?",No,I is not the same as H.,False
1775,H V 33.,E V 28.,V is a functional property.,"Given the previous statements, is E the same as H?",No,E is not the same as H.,False
1776,H O 40.,F O 57.,O is a functional property.,"Given the previous statements, is F the same as H?",No,F is not the same as H.,False
1777,H E 4.,W E 74.,E is a functional property.,"Given the previous statements, is W the same as H?",No,W is not the same as H.,False
1778,H S 88.,E S 69.,S is a functional property.,"Given the previous statements, is E the same as H?",No,E is not the same as H.,False
1779,H P 30.,X P 97.,P is a functional property.,"Given the previous statements, is X the same as H?",No,X is not the same as H.,False
1780,H X 32.,I X 32.,X is a functional property.,"Given the previous statements, is I the same as H?",No,I is not the same as H.,False
1781,H O 98.,Z O 10.,O is a functional property.,"Given the previous statements, is Z the same as H?",No,Z is not the same as H.,False
1782,H Z 44.,D Z 82.,Z is a functional property.,"Given the previous statements, is D the same as H?",No,D is not the same as H.,False
1783,H F 18.,C F 3.,F is a functional property.,"Given the previous statements, is C the same as H?",No,C is not the same as H.,False
1784,H A 3.,K A 31.,A is a functional property.,"Given the previous statements, is K the same as H?",No,K is not the same as H.,False
1785,H Y 58.,D Y 80.,Y is a functional property.,"Given the previous statements, is D the same as H?",No,D is not the same as H.,False
1786,H G 97.,C G 65.,G is a functional property.,"Given the previous statements, is C the same as H?",No,C is not the same as H.,False
1787,H Q 33.,W Q 38.,Q is a functional property.,"Given the previous statements, is W the same as H?",No,W is not the same as H.,False
1788,H P 89.,Z P 17.,P is a functional property.,"Given the previous statements, is Z the same as H?",No,Z is not the same as H.,False
1789,H K 45.,Z K 82.,K is a functional property.,"Given the previous statements, is Z the same as H?",No,Z is not the same as H.,False
1790,H V 63.,A V 97.,V is a functional property.,"Given the previous statements, is A the same as H?",No,A is not the same as H.,False
1791,H F 98.,J F 82.,F is a functional property.,"Given the previous statements, is J the same as H?",No,J is not the same as H.,False
1792,H M 41.,U M 80.,M is a functional property.,"Given the previous statements, is U the same as H?",No,U is not the same as H.,False
1793,H G 44.,K G 76.,G is a functional property.,"Given the previous statements, is K the same as H?",No,K is not the same as H.,False
1794,H M 42.,E M 77.,M is a functional property.,"Given the previous statements, is E the same as H?",No,E is not the same as H.,False
1795,H F 72.,N F 13.,F is a functional property.,"Given the previous statements, is N the same as H?",No,N is not the same as H.,False
1796,H B 40.,L B 60.,B is a functional property.,"Given the previous statements, is L the same as H?",No,L is not the same as H.,False
1797,H W 42.,L W 5.,W is a functional property.,"Given the previous statements, is L the same as H?",No,L is not the same as H.,False
1798,H E 1.,Z E 29.,E is a functional property.,"Given the previous statements, is Z the same as H?",No,Z is not the same as H.,False
1799,H B 61.,A B 55.,B is a functional property.,"Given the previous statements, is A the same as H?",No,A is not the same as H.,False
1800,H R 85.,L R 89.,R is a functional property.,"Given the previous statements, is L the same as H?",No,L is not the same as H.,False
1801,I W 100.,O W 87.,W is a functional property.,"Given the previous statements, is O the same as I?",No,O is not the same as I.,False
1802,I R 61.,F R 4.,R is a functional property.,"Given the previous statements, is F the same as I?",No,F is not the same as I.,False
1803,I X 73.,M X 75.,X is a functional property.,"Given the previous statements, is M the same as I?",No,M is not the same as I.,False
1804,I S 34.,B S 35.,S is a functional property.,"Given the previous statements, is B the same as I?",No,B is not the same as I.,False
1805,I F 34.,A F 50.,F is a functional property.,"Given the previous statements, is A the same as I?",No,A is not the same as I.,False
1806,I D 33.,H D 73.,D is a functional property.,"Given the previous statements, is H the same as I?",No,H is not the same as I.,False
1807,I Y 36.,L Y 29.,Y is a functional property.,"Given the previous statements, is L the same as I?",No,L is not the same as I.,False
1808,I N 2.,W N 50.,N is a functional property.,"Given the previous statements, is W the same as I?",No,W is not the same as I.,False
1809,I C 97.,S C 43.,C is a functional property.,"Given the previous statements, is S the same as I?",No,S is not the same as I.,False
1810,I G 23.,T G 36.,G is a functional property.,"Given the previous statements, is T the same as I?",No,T is not the same as I.,False
1811,I F 97.,B F 77.,F is a functional property.,"Given the previous statements, is B the same as I?",No,B is not the same as I.,False
